"mid","status","title","url"
"M110889080","ok","File:Alma Sundquist SPA5.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M110889080"
"M110889137","ok","File:Alva Myrdal-Reimer SPA.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M110889137"
"M110889168","ok","File:Alva Myrdal-Reimer SPA2.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M110889168"
"M110889208","ok","File:Alva Myrdahl SPA5.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M110889208"
"M111090120","ok","File:Allan Vougt SPA.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M111090120"
"M111090145","ok","File:Allan Vougt SPA3.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M111090145"
"M111090184","ok","File:Allan Vougt SPA5.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M111090184"
"M111547051","ok","File:Alfred Norinder SPA.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M111547051"
"M111547257","ok","File:Alfred Norinder SPA2.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M111547257"
"M111594510","ok","File:Alfred lagerheim SPA.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M111594510"
"M111594555","ok","File:Alfred Lagerheim SPA6.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M111594555"
"M111594592","ok","File:Alfred Lagerheim SPA7.jpg","https://commons.wikimedia.org/wiki/Special:EntityData/M111594592"
