wd,,score,max,spaid,FirstName,LastName,BirthYear
http://www.wikidata.org/entity/Q6197780,6605,29.914034,29.914034,sj9PGLAlnmUAAAAAAB2WWQ,Vilhelm,Svedelius,1816
http://www.wikidata.org/entity/Q99849869,2933,29.889526,29.889526,rkIpfGqHXrAAAAAAAAA5mA,Carl-Birger,Liljestrand,1931
http://www.wikidata.org/entity/Q333399,531,29.857063,29.857063,Dysd0OxEWfAAAAAAAABFkw,Rudolf,Pipping,1889
http://www.wikidata.org/entity/Q6190360,6545,29.55691,29.55691,YB0QHyfj0hAAAAAAAABJ1Q,August,Stiernstedt,1812
http://www.wikidata.org/entity/Q5610869,2513,29.524908,29.524908,sj9PGLAlnmUAAAAAAB2-3g,August,Collin,1833
http://www.wikidata.org/entity/Q5932915,5424,29.519413,29.519413,seuNpYu6DKAAAAAAAABjJQ,Gustaf,Lamm,1855
http://www.wikidata.org/entity/Q18274788,3814,29.469254,29.469254,ciLMGSqrYjAAAAAAAABTxw,Nanna,Wallensteen-Himmelmann,1856
http://www.wikidata.org/entity/Q858483,52,29.394016,29.394016,j6S8rJvx9lAAAAAAAACxDA,Carl,Hill,1849
http://www.wikidata.org/entity/Q77079,1418,29.389238,29.389238,4e1scVvZ-EAAAAAAAAAhOQ,Jean,Bernadotte,1763
http://www.wikidata.org/entity/Q6240337,6791,29.381035,29.381035,WQknIBFpuuAAAAAAAAN1OQ,Per,Widmark,1800
http://www.wikidata.org/entity/Q5605481,2468,29.377201,29.377201,sj9PGLAlnmUAAAAAABVvpw,Fredric,Cederborgh,1784
http://www.wikidata.org/entity/Q16650019,3636,29.37479,29.37479,wbbNj8LLWMAAAAAAAAA8Qg,Johan,Nordin,1835
http://www.wikidata.org/entity/Q56007537,6101,29.274841,29.274841,I_2wtd5VefAAAAAAAAATIQ,Carl,Marcus,1879
http://www.wikidata.org/entity/Q5854069,4831,29.272734,29.272734,WQknIBFpuuAAAAAAAANgMA,Carl,Ekström,1781
http://www.wikidata.org/entity/Q67173753,6221,29.225218,29.225218,sj9PGLAlnmUAAAAAABlOzg,C,Strandberg,1859
http://www.wikidata.org/entity/Q5608139,2493,29.200562,29.200562,sj9PGLAlnmUAAAAAAA7p_w,Michael,Choræus,1774
http://www.wikidata.org/entity/Q18245534,3799,28.813599,28.813599,9Y5iReTPHdAAAAAAAABNyw,Carl,Rydberg,1824
http://www.wikidata.org/entity/Q5722355,4477,28.805891,28.805891,sj9PGLAlnmUAAAAAABzpVw,Jacob,von Eggers,1704
http://www.wikidata.org/entity/Q6186305,6525,28.799063,28.799063,sj9PGLAlnmUAAAAAAB2W3w,Per,Staaff,1856
http://www.wikidata.org/entity/Q4981225,1114,28.77633,28.77633,rkIpfGqHXrAAAAAAAAAHfw,Selma,Lagerström,1859
http://www.wikidata.org/entity/Q100997794,4150,28.694729,28.694729,ciLMGSqrYjAAAAAAAAAXAw,Johan,Wallin,1847
http://www.wikidata.org/entity/Q6201153,6620,28.585323,28.585323,sj9PGLAlnmUAAAAAAB2WLg,Thure,Säfström,1813
http://www.wikidata.org/entity/Q18559986,3824,28.560677,28.560677,rkIpfGqHXrAAAAAAAABZgw,August,Lindholm,1856
http://www.wikidata.org/entity/Q99093637,2858,28.486301,28.486301,seuNpYu6DKAAAAAAAABifw,Per,Berggren,1870
http://www.wikidata.org/entity/Q38156704,5059,28.46151,28.46151,YB0QHyfj0hAAAAAAAABk6w,Johan,Schultz,1839
http://www.wikidata.org/entity/Q5810757,4771,28.169151,28.169151,j6S8rJvx9lAAAAAAAABjlQ,Axel,Holmberg,1817
http://www.wikidata.org/entity/Q6079324,5824,28.130081,28.130081,sj9PGLAlnmUAAAAAAB4oSw,Johan,Rosén,1806
http://www.wikidata.org/entity/Q4935677,2165,28.089619,28.089619,sj9PGLAlnmUAAAAAAA5k9A,Hedda,Anderson-Freudenthal,1832
http://www.wikidata.org/entity/Q5916344,5394,28.002434,28.002434,s04jCnobu5AAAAAAAAAD1A,J,von Utfall,1681
http://www.wikidata.org/entity/Q5607546,2478,27.949043,27.949043,4e1scVvZ-EAAAAAAAAAdqA,Johannes,Rudbeckius,1581
http://www.wikidata.org/entity/Q55836246,6058,27.925854,27.925854,4e1scVvZ-EAAAAAAAAAl2g,Simon,von-Rothstein,1730
http://www.wikidata.org/entity/Q18238251,3759,27.911278,27.911278,1ha4xkDj-uAAAAAAAABYzQ,Gustaf,Gullberg,1859
http://www.wikidata.org/entity/Q6230568,6756,27.804176,27.804176,rkIpfGqHXrAAAAAAAAD2dw,Jacob,Lindblom,1746
http://www.wikidata.org/entity/Q5971688,5564,27.708607,27.708607,I_2wtd5VefAAAAAAAAAChQ,Jacob,Magnell,1857
