,all,WikidataID,spaid,Littauthorid,score,FirstNameWD,LastNameWD,BirthDayWD,FirstNameSPA,LastNameSPA,BirthDaySPA,searchStr,BirthYearSPA,BirthYearWD,wd,Littbank,WD,WD_template,SPA,WikicommonsUrl,name_Ascii,name_str,CommonsCat,UploadUrl
1182,Claes Urban Bodinson 1766,,5TJc-sPXaKAAAAAAAAAm_A,BodinsonCU,16.979458,,,,"Aurivillius, Carl",Rosenstein-von,,,1766,1766,Q100151967,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/BodinsonCU'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q100151967'>Q100151967</a>,{{Q|Q100151967}},<a target=_blank href='https://portrattarkiv.se/details/5TJc-sPXaKAAAAAAAAAm_A'>link SPA</a>,,,,,
1769,Lennart Hollman 1916,,j6S8rJvx9lAAAAAAAACqqA,HollmanL,16.961613,Erik,Hollman,,Erik,Hultman,,,1916,1916,Q110942999,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/HollmanL'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q110942999'>Q110942999</a>,{{Q|Q110942999}},<a target=_blank href='https://portrattarkiv.se/details/j6S8rJvx9lAAAAAAAACqqA'>link SPA</a>,<a target=_blank href='https://commons.wikimedia.org/wiki/Category:Erik_Hollman_1916'>link Commons</a>,Erik%20Hollman%201916,Erik Hollman 1916,[[Category:Erik%20Hollman%201916]],<a target=_blank href='https://commons.wikimedia.org/wiki/Special:Upload?wpUploadDescription=%7B%7BInformation%0A%7Cdescription%3D%7B%7Bsv%7Cuppladdat%20fr%C3%A5n%20Portrattarkiv.se%20bild%20av%20Erik%20Hollman%201916%20{{Q|Q110942999}}%7D%7D%0A%7B%7Ben%7Cuploaded%20from%20Portrattarkiv.se%20picture%20of%20Erik%20Hollman%201916%20{{Q|Q110942999}}%7D%7D%0A%7Csource%3Dhttps://portrattarkiv.se/details/j6S8rJvx9lAAAAAAAACqqA%0A%7Cauthor%3D%7B%7Bsv|okänd%7D%7D%7B%7Ben|Unknown%7D%7D%0A%7Cpermission%3D%0A%7Cother versions%3D%0A%7D%7D%0A%0A%0A[[Category:Uploaded with spa2CommonsNotebook]]%0A[[Category:Swedish_Portrait_Archive]]%0A[[Category:Erik%20Hollman%201916]]&wpLicense=cc-by-sa-4.0&wpDestFile=Erik Hollman 1916_SPA_Notebook_1.jpg&wpSourceType=url&wpUploadFileURL=https://portrattarkiv.se/endpoints/file.php?id=j6S8rJvx9lAAAAAAAACqqA'>link Upload</a>
2352,Anders Fridlund 1836,,ciLMGSqrYjAAAAAAAAA8nA,FridlundA,16.958323,,,,Anders,Wickman,,,1836,1836,Q108935439,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/FridlundA'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q108935439'>Q108935439</a>,{{Q|Q108935439}},<a target=_blank href='https://portrattarkiv.se/details/ciLMGSqrYjAAAAAAAAA8nA'>link SPA</a>,,,,,
1398,Erik Kreüger 1823,,sj9PGLAlnmUAAAAAABKjWA,KreügerE,16.95137,,,,Erik,Öhnqvist,,,1823,1823,Q116872778,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/KreügerE'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q116872778'>Q116872778</a>,{{Q|Q116872778}},<a target=_blank href='https://portrattarkiv.se/details/sj9PGLAlnmUAAAAAABKjWA'>link SPA</a>,,,,,
1183,Claes Urban Bodinson 1766,,VaM-WW8ntnAAAAAAAAAAxg,BodinsonCU,16.934673,,,,"de, Germaine",Staél,,,1766,1766,Q100151967,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/BodinsonCU'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q100151967'>Q100151967</a>,{{Q|Q100151967}},<a target=_blank href='https://portrattarkiv.se/details/VaM-WW8ntnAAAAAAAAAAxg'>link SPA</a>,,,,,
2525,Nils Krook 1620,,sj9PGLAlnmUAAAAAAB2QlQ,KrookN,16.931164,,,,Erik,Odhelius,,,1620,1620,Q114116076,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/KrookN'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q114116076'>Q114116076</a>,{{Q|Q114116076}},<a target=_blank href='https://portrattarkiv.se/details/sj9PGLAlnmUAAAAAAB2QlQ'>link SPA</a>,,,,,
1669,Jöns Hagerlöf 1831,,sj9PGLAlnmUAAAAAABGBag,HagerlöfJ,16.927639,,,,Jöns,Nilsson-Skoglund,,,1831,1831,Q108803175,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/HagerlöfJ'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q108803175'>Q108803175</a>,{{Q|Q108803175}},<a target=_blank href='https://portrattarkiv.se/details/sj9PGLAlnmUAAAAAABGBag'>link SPA</a>,,,,,
2715,Nils Berghman 1814,,IQojCnw0WmAAAAAAAAAbvQ,BerghmanN,16.919125,,,,Nils,Forling,,,1814,1814,Q115956218,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/BerghmanN'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q115956218'>Q115956218</a>,{{Q|Q115956218}},<a target=_blank href='https://portrattarkiv.se/details/IQojCnw0WmAAAAAAAAAbvQ'>link SPA</a>,,,,,
1248,Pehr Wahlström 1776,,sj9PGLAlnmUAAAAAABKkSA,WahlströmP,16.908924,,,,Melker,Falkenberg,,,1776,1776,Q100968238,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/WahlströmP'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q100968238'>Q100968238</a>,{{Q|Q100968238}},<a target=_blank href='https://portrattarkiv.se/details/sj9PGLAlnmUAAAAAABKkSA'>link SPA</a>,,,,,
2203,Isak Börk 1665,,sj9PGLAlnmUAAAAAABLGww,BörkI,16.889996,,,,Erik,Sparre,,,1665,1665,Q108865163,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/BörkI'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q108865163'>Q108865163</a>,{{Q|Q108865163}},<a target=_blank href='https://portrattarkiv.se/details/sj9PGLAlnmUAAAAAABLGww'>link SPA</a>,,,,,
1324,Matthew Consett 1757,,9Y5iReTPHdAAAAAAAAA9xQ,ConsettM,16.889828,,,,Salomon,von Rajalin,,,1757,1757,Q116008474,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/ConsettM'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q116008474'>Q116008474</a>,{{Q|Q116008474}},<a target=_blank href='https://portrattarkiv.se/details/9Y5iReTPHdAAAAAAAAA9xQ'>link SPA</a>,,,,,
2549,Samuel Rosenstein 1757,,9Y5iReTPHdAAAAAAAAA9xQ,RosensteinS,16.889828,,,,Salomon,von Rajalin,,,1757,1757,Q114123283,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/RosensteinS'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q114123283'>Q114123283</a>,{{Q|Q114123283}},<a target=_blank href='https://portrattarkiv.se/details/9Y5iReTPHdAAAAAAAAA9xQ'>link SPA</a>,,,,,
2550,Samuel Rosenstein 1757,,sj9PGLAlnmUAAAAAAB2R5g,RosensteinS,16.854958,,,,Gustaf,von Paijkull,,,1757,1757,Q114123283,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/RosensteinS'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q114123283'>Q114123283</a>,{{Q|Q114123283}},<a target=_blank href='https://portrattarkiv.se/details/sj9PGLAlnmUAAAAAAB2R5g'>link SPA</a>,,,,,
1325,Matthew Consett 1757,,sj9PGLAlnmUAAAAAAB2R5g,ConsettM,16.854958,,,,Gustaf,von Paijkull,,,1757,1757,Q116008474,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/ConsettM'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q116008474'>Q116008474</a>,{{Q|Q116008474}},<a target=_blank href='https://portrattarkiv.se/details/sj9PGLAlnmUAAAAAAB2R5g'>link SPA</a>,,,,,
1313,Bernt Fredgren 1913,,rkIpfGqHXrAAAAAAAAB4Dw,FredgrenB,16.847935,,,,Bernt,Levinson,,,1913,1913,Q115983152,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/FredgrenB'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q115983152'>Q115983152</a>,{{Q|Q115983152}},<a target=_blank href='https://portrattarkiv.se/details/rkIpfGqHXrAAAAAAAAB4Dw'>link SPA</a>,,,,,
1399,Erik Kreüger 1823,,ai4MrcHN22AAAAAAAAAYIQ,KreügerE,16.842737,,,,Erik,Öhnqvist,,,1823,1823,Q116872778,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/KreügerE'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q116872778'>Q116872778</a>,{{Q|Q116872778}},<a target=_blank href='https://portrattarkiv.se/details/ai4MrcHN22AAAAAAAAAYIQ'>link SPA</a>,,,,,
1425,Albin Lydrikson 1862,,YB0QHyfj0hAAAAAAAACkKA,LydriksonA,16.829569,,,,Albin,Simonsson,,,1862,1862,Q116917048,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/LydriksonA'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q116917048'>Q116917048</a>,{{Q|Q116917048}},<a target=_blank href='https://portrattarkiv.se/details/YB0QHyfj0hAAAAAAAACkKA'>link SPA</a>,,,,,
1610,Fredrica Christina Linder 1787,,5TJc-sPXaKAAAAAAAAAnlQ,LinderFC,16.829348,,,,Sven,Nilsson,,,1787,1787,Q98545670,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/LinderFC'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q98545670'>Q98545670</a>,{{Q|Q98545670}},<a target=_blank href='https://portrattarkiv.se/details/5TJc-sPXaKAAAAAAAAAnlQ'>link SPA</a>,,,,,
1400,Erik Kreüger 1823,,seuNpYu6DKAAAAAAAABl8A,KreügerE,16.827045,,,,Erik,Wallin,,,1823,1823,Q116872778,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/KreügerE'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q116872778'>Q116872778</a>,{{Q|Q116872778}},<a target=_blank href='https://portrattarkiv.se/details/seuNpYu6DKAAAAAAAABl8A'>link SPA</a>,,,,,
1419,Anders Peter Jaenzon 1855,,sj9PGLAlnmUAAAAAABZ_9g,JaenzonAP,16.820082,,,,Karl,Lindbæck,,,1855,1855,Q116912923,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/JaenzonAP'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q116912923'>Q116912923</a>,{{Q|Q116912923}},<a target=_blank href='https://portrattarkiv.se/details/sj9PGLAlnmUAAAAAABZ_9g'>link SPA</a>,,,,,
2589,E. Eriksson 1872,,TR3yO_GV8eAAAAAAAAAzQA,ErikssonE,16.812662,,,,Otto,Eriksson,,,1872,1872,Q114310160,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/ErikssonE'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q114310160'>Q114310160</a>,{{Q|Q114310160}},<a target=_blank href='https://portrattarkiv.se/details/TR3yO_GV8eAAAAAAAAAzQA'>link SPA</a>,,,,,
2359,Francesco Rastaini 1750,,sj9PGLAlnmUAAAAAAB2CSQ,RastainiF,16.805817,,,,Samuel,Ödmann,,,1750,1750,Q109295737,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/RastainiF'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q109295737'>Q109295737</a>,{{Q|Q109295737}},<a target=_blank href='https://portrattarkiv.se/details/sj9PGLAlnmUAAAAAAB2CSQ'>link SPA</a>,,,,,
1868,Joh. Hulthén 1878,,wbbNj8LLWMAAAAAAAABB4A,HulthénJ,16.803682,,,,Carl,Nordström,,,1878,1878,Q113584613,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/HulthénJ'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q113584613'>Q113584613</a>,{{Q|Q113584613}},<a target=_blank href='https://portrattarkiv.se/details/wbbNj8LLWMAAAAAAAABB4A'>link SPA</a>,,,,,
1795,Hans Nicolaus Ris 1780,,sj9PGLAlnmUAAAAAAB4oRA,RisHN,16.801128,,,,Johan,Ruckman,,,1780,1780,Q111387708,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/RisHN'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q111387708'>Q111387708</a>,{{Q|Q111387708}},<a target=_blank href='https://portrattarkiv.se/details/sj9PGLAlnmUAAAAAAB4oRA'>link SPA</a>,,,,,
1420,Anders Peter Jaenzon 1855,,sj9PGLAlnmUAAAAAABZz5w,JaenzonAP,16.796083,,,,Jöns,Ekvall,,,1855,1855,Q116912923,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/JaenzonAP'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q116912923'>Q116912923</a>,{{Q|Q116912923}},<a target=_blank href='https://portrattarkiv.se/details/sj9PGLAlnmUAAAAAABZz5w'>link SPA</a>,,,,,
1003,Carl Stridsberg 1755,,I_2wtd5VefAAAAAAAAA7ew,StridsbergC,16.791147,Carl,,,Carl,Mörner,,,1755,1755,Q19976100,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/StridsbergC'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q19976100'>Q19976100</a>,{{Q|Q19976100}},<a target=_blank href='https://portrattarkiv.se/details/I_2wtd5VefAAAAAAAAA7ew'>link SPA</a>,,,,,
1463,J. A. Carpelan 1760,,TNQaWo324IAAAAAAAADyKw,CarpelanJA,16.78181,,,,Carl,Bennet,,,1760,1760,Q116948079,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/CarpelanJA'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q116948079'>Q116948079</a>,{{Q|Q116948079}},<a target=_blank href='https://portrattarkiv.se/details/TNQaWo324IAAAAAAAADyKw'>link SPA</a>,,,,,
1100,Ivar Eilert Schartau 1785,,28K7pO-SRrAAAAAAAACmoQ,SchartauIE,16.781605,,,,J,Adlerbeth,,,1785,1785,Q28525458,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/SchartauIE'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q28525458'>Q28525458</a>,{{Q|Q28525458}},<a target=_blank href='https://portrattarkiv.se/details/28K7pO-SRrAAAAAAAACmoQ'>link SPA</a>,,,,,
2726,Jakob Samuel Ejserman 1786,,Dysd0OxEWfAAAAAAAABDtw,EjsermanJS,16.773201,,,,Johan Reinhold,Petre,,,1786,1786,Q115956220,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/EjsermanJS'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q115956220'>Q115956220</a>,{{Q|Q115956220}},<a target=_blank href='https://portrattarkiv.se/details/Dysd0OxEWfAAAAAAAABDtw'>link SPA</a>,,,,,
2702,Sophie Henriette Kinninmundt 1786,,Dysd0OxEWfAAAAAAAABDtw,KinninmundtSH,16.773201,,,,Johan Reinhold,Petre,,,1786,1786,Q115956211,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/KinninmundtSH'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q115956211'>Q115956211</a>,{{Q|Q115956211}},<a target=_blank href='https://portrattarkiv.se/details/Dysd0OxEWfAAAAAAAABDtw'>link SPA</a>,,,,,
2241,Hedvig Aurora Ekström 1815,,rkIpfGqHXrAAAAAAAAC5nw,EkströmHE,16.767136,,,,Axel,Leuhusen,,,1815,1815,Q108896293,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/EkströmHE'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q108896293'>Q108896293</a>,{{Q|Q108896293}},<a target=_blank href='https://portrattarkiv.se/details/rkIpfGqHXrAAAAAAAAC5nw'>link SPA</a>,,,,,
2353,Anders Fridlund 1836,,sj9PGLAlnmUAAAAAAB4Kww,FridlundA,16.762451,,,,Anders Frans,Lundmark,,,1836,1836,Q108935439,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/FridlundA'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q108935439'>Q108935439</a>,{{Q|Q108935439}},<a target=_blank href='https://portrattarkiv.se/details/sj9PGLAlnmUAAAAAAB4Kww'>link SPA</a>,,,,,
1464,J. A. Carpelan 1760,,Dysd0OxEWfAAAAAAAABDsA,CarpelanJA,16.757732,,,,Robert Fredrik,Petre,,,1760,1760,Q116948079,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/CarpelanJA'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q116948079'>Q116948079</a>,{{Q|Q116948079}},<a target=_blank href='https://portrattarkiv.se/details/Dysd0OxEWfAAAAAAAABDsA'>link SPA</a>,,,,,
1510,G. G. Hilseling 1760,,Dysd0OxEWfAAAAAAAABDsA,HilselingGG,16.757732,,,,Robert Fredrik,Petre,,,1760,1760,Q116975202,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/HilselingGG'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q116975202'>Q116975202</a>,{{Q|Q116975202}},<a target=_blank href='https://portrattarkiv.se/details/Dysd0OxEWfAAAAAAAABDsA'>link SPA</a>,,,,,
2341,Karl E. Kullgren 1827,,4e1scVvZ-EAAAAAAAAAeEQ,KullgrenKE,16.757442,,,,Karl,Lundberg,,,1827,1827,Q108916672,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/KullgrenKE'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q108916672'>Q108916672</a>,{{Q|Q108916672}},<a target=_blank href='https://portrattarkiv.se/details/4e1scVvZ-EAAAAAAAAAeEQ'>link SPA</a>,,,,,
2633,Catharina Sophia Noræus 1804,,ciLMGSqrYjAAAAAAAAA2lQ,NoræusS,16.752533,,,,Carl,Wetterbergh,,,1804,1804,Q115952162,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/NoræusS'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q115952162'>Q115952162</a>,{{Q|Q115952162}},<a target=_blank href='https://portrattarkiv.se/details/ciLMGSqrYjAAAAAAAAA2lQ'>link SPA</a>,,,,,
2153,Charlotta Berndtson 1839,,AUBJHcnv_WAAAAAAAAAxtQ,BerndtsonC,16.73804,,,,Axel,Cronvall,,,1839,1839,Q108839929,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/BerndtsonC'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q108839929'>Q108839929</a>,{{Q|Q108839929}},<a target=_blank href='https://portrattarkiv.se/details/AUBJHcnv_WAAAAAAAAAxtQ'>link SPA</a>,,,,,
743,Adolf Albrecht Edman 1770,,5TJc-sPXaKAAAAAAAAAnUg,EdmanAA,16.735668,,,,G F,Tihleman,,,1770,1770,Q105739988,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/EdmanAA'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q105739988'>Q105739988</a>,{{Q|Q105739988}},<a target=_blank href='https://portrattarkiv.se/details/5TJc-sPXaKAAAAAAAAAnUg'>link SPA</a>,,,,,
1781,Wilhelm Reslow 1856,,TNQaWo324IAAAAAAAADwqw,ReslowW,16.735415,,,,Wilhelm,Bruno,,,1856,1856,Q111281437,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/ReslowW'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q111281437'>Q111281437</a>,{{Q|Q111281437}},<a target=_blank href='https://portrattarkiv.se/details/TNQaWo324IAAAAAAAADwqw'>link SPA</a>,,,,,
1951,Ina Stockenstrand 1879,,TR3yO_GV8eAAAAAAAACGmw,StockenstrandI,16.731739,,,,Johan,Eriksson,,,1879,1879,Q113629962,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/StockenstrandI'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q113629962'>Q113629962</a>,{{Q|Q113629962}},<a target=_blank href='https://portrattarkiv.se/details/TR3yO_GV8eAAAAAAAACGmw'>link SPA</a>,,,,,
1465,J. A. Carpelan 1760,,sj9PGLAlnmUAAAAAACbfFg,CarpelanJA,16.729952,,,,Pehr,von-Afzelius,,,1760,1760,Q116948079,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/CarpelanJA'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q116948079'>Q116948079</a>,{{Q|Q116948079}},<a target=_blank href='https://portrattarkiv.se/details/sj9PGLAlnmUAAAAAACbfFg'>link SPA</a>,,,,,
1782,Wilhelm Reslow 1856,,sj9PGLAlnmUAAAAAAA2hGQ,ReslowW,16.724209,,,,Wilhelm,Arbin,,,1856,1856,Q111281437,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/ReslowW'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q111281437'>Q111281437</a>,{{Q|Q111281437}},<a target=_blank href='https://portrattarkiv.se/details/sj9PGLAlnmUAAAAAAA2hGQ'>link SPA</a>,,,,,
1314,Bernt Fredgren 1913,,rkIpfGqHXrAAAAAAAACUVA,FredgrenB,16.722692,,,,Bernt,Lundgren,,,1913,1913,Q115983152,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/FredgrenB'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q115983152'>Q115983152</a>,{{Q|Q115983152}},<a target=_blank href='https://portrattarkiv.se/details/rkIpfGqHXrAAAAAAAACUVA'>link SPA</a>,,,,,
2358,C. G. Erdeman 1842,,sj9PGLAlnmUAAAAAABNfuA,ErdemanCG,16.713472,,,,Carl,Lovisin,,,1842,1842,Q108988262,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/ErdemanCG'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q108988262'>Q108988262</a>,{{Q|Q108988262}},<a target=_blank href='https://portrattarkiv.se/details/sj9PGLAlnmUAAAAAABNfuA'>link SPA</a>,,,,,
2360,Francesco Rastaini 1750,,5TJc-sPXaKAAAAAAAAAnRw,RastainiF,16.711563,,,,L,Grandel,,,1750,1750,Q109295737,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/RastainiF'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q109295737'>Q109295737</a>,{{Q|Q109295737}},<a target=_blank href='https://portrattarkiv.se/details/5TJc-sPXaKAAAAAAAAAnRw'>link SPA</a>,,,,,
1783,Wilhelm Reslow 1856,,sj9PGLAlnmUAAAAAAA2q_A,ReslowW,16.705177,,,,Wilhelm,Arbin,,,1856,1856,Q111281437,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/ReslowW'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q111281437'>Q111281437</a>,{{Q|Q111281437}},<a target=_blank href='https://portrattarkiv.se/details/sj9PGLAlnmUAAAAAAA2q_A'>link SPA</a>,,,,,
2333,E. G. Blomgren 1848,,seuNpYu6DKAAAAAAAABLhg,BlomgrenEG,16.692719,,,,E G,Sanders,,,1848,1848,Q108916448,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/BlomgrenEG'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q108916448'>Q108916448</a>,{{Q|Q108916448}},<a target=_blank href='https://portrattarkiv.se/details/seuNpYu6DKAAAAAAAABLhg'>link SPA</a>,,,,,
761,Mathilda Gestrin 1846,,4e1scVvZ-EAAAAAAAAAR-g,GestrinM,16.680067,Mathilda,,,Maria,Olsén,,,1846,1846,Q106594412,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/GestrinM'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q106594412'>Q106594412</a>,{{Q|Q106594412}},<a target=_blank href='https://portrattarkiv.se/details/4e1scVvZ-EAAAAAAAAAR-g'>link SPA</a>,,,,,
1952,Ina Stockenstrand 1879,,sj9PGLAlnmUAAAAAABhGaw,StockenstrandI,16.677496,,,,Johan,Eriksson,,,1879,1879,Q113629962,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/StockenstrandI'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q113629962'>Q113629962</a>,{{Q|Q113629962}},<a target=_blank href='https://portrattarkiv.se/details/sj9PGLAlnmUAAAAAABhGaw'>link SPA</a>,,,,,
2387,Christen Andersson 1826,,sj9PGLAlnmUAAAAAABUARQ,AnderssonC,16.666344,,,,Carl,Andersson,,,1826,1826,Q109877995,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/AnderssonC'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q109877995'>Q109877995</a>,{{Q|Q109877995}},<a target=_blank href='https://portrattarkiv.se/details/sj9PGLAlnmUAAAAAABUARQ'>link SPA</a>,,,,,
1249,Pehr Wahlström 1776,,88fEYD5OMjAAAAAAAAALpw,WahlströmP,16.655003,,,,J D,Valerius,,,1776,1776,Q100968238,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/WahlströmP'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q100968238'>Q100968238</a>,{{Q|Q100968238}},<a target=_blank href='https://portrattarkiv.se/details/88fEYD5OMjAAAAAAAAALpw'>link SPA</a>,,,,,
1250,Pehr Wahlström 1776,,5TJc-sPXaKAAAAAAAAAnqw,WahlströmP,16.655003,,,,J D,Valerius,,,1776,1776,Q100968238,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/WahlströmP'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q100968238'>Q100968238</a>,{{Q|Q100968238}},<a target=_blank href='https://portrattarkiv.se/details/5TJc-sPXaKAAAAAAAAAnqw'>link SPA</a>,,,,,
762,Mathilda Gestrin 1846,,sj9PGLAlnmUAAAAAACaBkg,GestrinM,16.645727,Mathilda,,,Mathilde,Ekströmer,,,1846,1846,Q106594412,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/GestrinM'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q106594412'>Q106594412</a>,{{Q|Q106594412}},<a target=_blank href='https://portrattarkiv.se/details/sj9PGLAlnmUAAAAAACaBkg'>link SPA</a>,,,,,
913,Eva Wejdling 1853,,sj9PGLAlnmUAAAAAACZwgQ,WejdlingE,16.641438,Eva,,,Ebba,Mörner,,,1853,1853,Q108435731,<a target=_blank href='https://litteraturbanken.se/f%C3%B6rfattare/WejdlingE'>link Littbank</a>,<a target=_blank href='https://www.wikidata.org/wiki/Q108435731'>Q108435731</a>,{{Q|Q108435731}},<a target=_blank href='https://portrattarkiv.se/details/sj9PGLAlnmUAAAAAACZwgQ'>link SPA</a>,,,,,
